price_id,target_predictor,source_predictor,ERRF,matched_ERRF,change_pct,ci95_low,ci95_high,zones_increase,zones_decrease
R05P6179775281,GBR,GBR,2.47476856984521,2.47476856984521,0.0,0.0,0.0,0,0
R05P6179775281,GBR,MLP,2.487684642594109,2.47476856984521,0.5219103275465597,0.4079927489751084,0.6082199465471988,10,0
R05P6179775281,GBR,QRLSTM,2.4817922606301406,2.47476856984521,0.28381202470861844,0.19941722042234933,0.3619726780620297,10,0
R05P6179775281,MLP,Ridge,2.6064573791485235,2.607204777087129,-0.028666637357144253,-0.16953944791291586,0.11389922667293206,4,6
R05P6179775281,MLP,GBR,2.604312790341124,2.607204777087129,-0.11092288459353394,-0.2703563510126575,0.06224466192291712,3,7
R05P6179775281,MLP,MLP,2.607204777087129,2.607204777087129,0.0,0.0,0.0,0,0
R05P6179775281,MLP,QRLSTM,2.601280498931476,2.607204777087129,-0.22722719012013837,-0.4070454169590576,-0.031007051374798422,2,8
R05P6179775281,QRLSTM,Ridge,2.5715144146925693,2.5598339339170755,0.4562983801695397,0.3246756063659312,0.5718112808269771,10,0
R05P6179775281,QRLSTM,GBR,2.5642562231916326,2.5598339339170755,0.1727568814509084,0.021444074877632894,0.30170413464398804,8,2
R05P6179775281,QRLSTM,MLP,2.5709653032562523,2.5598339339170755,0.4348473231676975,0.3157595576249361,0.5462404290603085,10,0
R05P6179775281,QRLSTM,QRLSTM,2.5598339339170755,2.5598339339170755,0.0,0.0,0.0,0,0
R10,Ridge,Ridge,3.2453485359498417,3.2453485359498417,0.0,0.0,0.0,0,0
R10,Ridge,GBR,3.239523526892147,3.2453485359498417,-0.17948793459836576,-0.35348460621841715,0.008193976644444434,2,8
R10,Ridge,MLP,3.2478567688702342,3.2453485359498417,0.07728701224560819,-0.07425908756378746,0.20843460646971232,7,3
R10,Ridge,QRLSTM,3.2410229654770175,3.2453485359498417,-0.13328523654418944,-0.34816482904388796,0.07742332289255027,5,5
R10,GBR,Ridge,3.1556259296320457,3.1395667075237617,0.511510778535107,0.415841138495312,0.6160190915622071,10,0
R10,GBR,GBR,3.1395667075237617,3.1395667075237617,0.0,0.0,0.0,0,0
